LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),HumanEval-X
llama-2-7b.Q2_K,CPP/0,21.097516775131226,474.68362927436823,122.22397760283458,255.0362040288,22.5,5.794222354888916,2.0803335995984376,5.183912433622018e-05,2.4571197117058696e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/1,62.68414354324341,1410.3726840019226,344.12027258105644,-17.51301401040003,22.5,5.794222354888916,2.3166135134252865,0.00010569185204454199,1.686101876332237e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/2,12.251259565353394,275.6456530094147,60.3478036719207,-297.5842380672,22.5,5.794222354888916,28.570368830703096,2.337126268078391e-06,1.9076620290437665e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/3,61.63170337677002,1386.691315770149,426.471525903259,-109.17908734319997,22.5,5.794222354888916,0.0,0.00010368409814924864,1.6823175811871012e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/4,26.387189865112305,593.7041169404984,143.3229047359708,-112.5530900424,22.5,5.794222354888916,31.300154140521038,3.7998024485066045e-05,1.4400178525756905e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/5,55.457661867141724,1247.7802044153214,302.2603680178969,-113.79409103520001,22.5,5.794222354888916,34.302125116537965,8.73928056915778e-05,1.5758472814981302e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/6,35.99776577949524,809.9378317594527,198.94624107294814,-3.0160024127999834,22.5,5.794222354888916,26.40529036242894,6.120511623045135e-05,1.700247637738521e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/7,17.166202068328857,386.2321007251739,90.00034894233636,-224.51317961039996,22.5,5.794222354888916,23.92867678734761,1.5316628128838937e-05,8.922549127566004e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/8,67.76806092262268,1524.7597950696945,373.3258109389664,24.509019607199978,22.5,5.794222354888916,26.944491779750383,0.00011698614459028645,1.7262725684871048e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/9,53.9568088054657,1214.0094172954557,293.5608065678099,-96.90007752000001,22.5,5.794222354888916,27.455635922733382,8.583653543525871e-05,1.5908378819201714e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/10,22.22048330307007,499.9542170763015,119.22756778064011,-153.39412271519998,22.5,5.794222354888916,27.25404676771233,2.8342273543093044e-05,1.2755021192170544e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/11,22.90113854408264,515.2661973237991,123.12503267982548,-113.31309065040001,22.5,5.794222354888916,26.603637898933062,3.194998379437275e-05,1.3951264358700723e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/12,43.06783413887024,969.0141499042511,230.52662228558572,-289.99623199679996,22.5,5.794222354888916,26.552155232882388,5.534401671191813e-05,1.2850429518573863e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/13,40.31585741043091,907.0947647094725,223.93416895952157,109.01908721520002,22.5,5.794222354888916,27.528259608446564,7.545451086631816e-05,1.8715839303171024e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/14,18.98597240447998,427.17651486396784,100.49225645596152,-250.90820072640008,22.5,5.794222354888916,26.39520868311339,1.684034257506233e-05,8.869886786040328e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/15,77.63778424263,1746.8180608749387,420.96796482760396,-171.24213699359998,22.5,5.794222354888916,27.516194739970786,0.00012148581345926664,1.5647769271673804e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/16,27.97262692451477,629.3732804059981,152.41981686893723,142.18411374720003,22.5,5.794222354888916,26.864807984162844,5.6222216668342174e-05,2.009901208780285e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/17,69.5464129447937,1564.770864844322,374.0987061123576,-321.0422568336,22.5,5.794222354888916,38.98576661908863,9.844164628905637e-05,1.4154812896992956e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/18,25.266108751296997,568.4808111190796,136.81092641340226,-141.005112804,22.5,5.794222354888916,39.282847706261684,3.433574389073559e-05,1.3589644621858527e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/19,38.70786190032959,870.910751223564,214.60811014598676,52.70704216560001,22.5,5.794222354888916,27.7584734492007,6.92588330130793e-05,1.7892704379130166e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/20,70.43489670753479,1584.7618567943573,379.5368928173184,-314.6212516968,22.5,5.794222354888916,34.96824942637202,0.00010037966804187424,1.425141126545247e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/21,73.58386778831482,1655.6124991178513,397.4875555897864,-281.8722254976,22.5,5.794222354888916,26.84673945376435,0.00010777576935331844,1.4646657289525264e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/22,22.49812650680542,506.2015056610107,120.92433820788129,-146.74411739519996,22.5,5.794222354888916,57.74859565480412,2.9230293980344906e-05,1.2992323592590292e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/23,29.208651065826416,657.1877127885818,159.74690748486864,-148.3421186736,22.5,5.794222354888916,26.52541711478803,4.068255368137556e-05,1.392825488232608e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/24,43.716691732406616,983.6117774248122,243.78080452394497,152.8131222504,22.5,5.794222354888916,25.044111772928883,8.3982833367205e-05,1.921070191707796e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/25,29.687628984451294,667.9595124721527,162.5369162050396,-38.092030473599976,22.5,5.794222354888916,24.71812294087328,4.8216266844358744e-05,1.6241198268009785e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/26,41.53718447685242,934.5735615491866,221.68983447383707,-276.0282208224,22.5,5.794222354888916,32.26236262861697,5.3560598842561736e-05,1.2894614672886567e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/27,34.15609526634216,768.4977722167969,188.2993845722649,35.39702831759999,22.5,5.794222354888916,3.2947426478143935,6.0373086897269334e-05,1.7675640738934733e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/28,27.087071657180786,609.4477397203445,147.53205935026074,-38.40703072559999,22.5,5.794222354888916,31.164051606535097,4.372375572896623e-05,1.614192788439538e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/29,46.680076360702515,1050.285222530365,251.29737623910498,-289.81723185359994,22.5,5.794222354888916,0.0,6.156395525528391e-05,1.318848640682845e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/30,21.893676280975342,492.6000022888184,117.24509133625077,-160.92912874319995,22.5,5.794222354888916,27.252931200641715,2.7315663570907805e-05,1.247650838550305e-06,0.006097560975609756
llama-2-7b.Q2_K,CPP/31,19.714744567871094,443.57507944107056,104.64043800008824,-229.35218348160004,22.5,5.794222354888916,28.351977836257785,1.9402213859400896e-05,9.841473620216452e-07,0.006097560975609756
llama-2-7b.Q2_K,CPP/32,55.135725021362305,1240.5383098125458,300.41975822659543,-81.06606485279995,22.5,5.794222354888916,27.962331829244008,8.883158971499377e-05,1.6111439485120768e-06,0.006097560975609756
