LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),Pass@1,Pass@10,GoogleBLEU,CodeBLEU,SacreBLEU
codegeex4-all-9b-Q6_K_L,CPP/0,132.07357025146484,9319.03792022436,1545.8108253030741,355.49828439886966,64.91320189401563,11.705788135528564,2.637476041624509,0.0007312081985988502,5.536370351817155e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,16.343098640441895,1072.663639130228,191.25824039274787,45.32203625755571,64.85482796696505,11.705788135528564,2.695437137491479,8.532088023935878e-05,5.220606086793577e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.37296605110168,8215.33960626637,1479.0917089010586,341.4462731570644,64.89434198792591,11.705788135528564,2.5362118716635664,0.0006540186282246855,5.175304882534914e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.33157348632812,8214.154793318561,1478.6074330681517,356.680285343991,64.88676015587492,11.705788135528564,2.850919318823455,0.0006549026279068284,5.183998028629821e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,44.57881736755371,2906.1392939095745,521.7687809712556,129.6711037362286,64.91658213588411,11.705788135528564,2.838450557437949,0.00023184051755540422,5.200687933102219e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.38124322891235,8214.928717937717,1479.1848404790476,335.50126840138364,64.88859080692252,11.705788135528564,2.500139663890016,0.0006536104962349088,5.171736561026183e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.15197587013245,8202.386381903858,1476.500390422311,335.60726848609335,64.88624280832704,11.705788135528564,2.7421848813546736,0.0006526251040124335,5.173324472414768e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.13097143173218,8201.179718938525,1476.2601321617694,363.96229116872905,64.90439053793135,11.705788135528564,2.9941704212967686,0.0006543786526630623,5.18808858153639e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,22.728339910507202,1487.3264838602338,266.0108414998192,68.15905452759452,64.90660512824704,11.705788135528564,3.1019412177063774,0.00011870337727876154,5.222703362680947e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/0,126.35554051399231,8212.817394248654,1478.8896019342274,367.4382939511389,64.88553217209709,11.705788135528564,2.770121899612363,0.0006555349391088588,5.188018953836586e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,102.56070256233215,6709.856537880941,1200.3859504610148,297.1682377340912,64.90697604579921,11.705788135528564,2.874391965660028,0.0005348609981641864,5.2150676116821645e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,125.86952662467957,8184.252563396811,1473.2104902188203,305.9872447891188,64.89302921716391,11.705788135528564,2.5055569943856013,0.0006492986825714574,5.158505795509584e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,125.92186903953552,8186.641231307748,1473.8051033887302,319.16125532918113,64.90144186707465,11.705788135528564,2.495865181365661,0.0006503516218494361,5.164723386096231e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,126.35095500946045,8214.645819711388,1478.8290817583604,314.1282513028365,64.89278735834614,11.705788135528564,2.3058865411247447,0.0006521760382378367,5.161623338652291e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,101.69306826591492,6614.550004635787,1190.2444518847917,237.1161896918217,64.9090533359123,11.705788135528564,2.6067643932394526,0.0005240756797651834,5.1535044492392515e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,32.046600580215454,2091.87546849903,375.0649414579458,81.45406516320008,64.84986685581444,11.705788135528564,2.3365059002547284,0.00016607391273210244,5.1822630084087976e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,126.34289407730103,8210.54243442869,1478.7370079228967,331.59026527203036,64.88818054926317,11.705788135528564,2.5270714281412765,0.0006530405938213997,5.168795590687091e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,126.3717429637909,8215.994267790149,1479.0782122180758,333.66026692851494,64.88903961917042,11.705788135528564,2.5343230721343106,0.0006535530128041927,5.171670481679233e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,60.84917593002319,3961.7540754007296,712.1798477460856,154.46212356922118,64.70902336545566,11.705788135528564,2.5093868848084577,0.0003146571818166155,5.1711001341821385e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/1,49.99951529502869,3256.565252250117,585.1914441897046,133.68110694411683,64.8945144563994,11.705788135528564,2.888305461216473,0.0002590715516285803,5.181481262366139e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,70.35242819786072,4616.716361370138,823.4114404676183,179.00514320343675,64.92823227177801,11.705788135528564,2.5144406916306927,0.000366187967936497,5.205050874813046e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,59.068928956985474,3846.3601740856725,691.3573349248576,137.6001100797275,64.91033774401599,11.705788135528564,2.3413198216530624,0.00030468135834074163,5.158064717283318e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,79.8041422367096,5190.909931724634,934.0318422076372,187.47214997754114,64.89631970301954,11.705788135528564,2.2023905734882407,0.00041136774128301706,5.154716656973095e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,13.180810451507568,868.1341535067694,154.2721547319652,29.849023878192327,65.8651716234645,11.705788135528564,2.26483492624242,6.857343394202546e-05,5.202520299818309e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,78.31097483634949,5094.195868353435,916.5432668439927,196.76115740878686,64.89163448748866,11.705788135528564,2.6073228192201476,0.00040453072392968915,5.16569644005911e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,126.22874927520752,8207.432820941021,1477.3967616265875,337.62527009990606,64.91875882313145,11.705788135528564,2.4864126922952265,0.0006531438946416842,5.174287936717817e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,16.59099531173706,1087.1922397530682,194.16443402952302,39.54603163736081,64.84357901441685,11.705788135528564,2.275153021037418,8.608066089029108e-05,5.188396432695907e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,14.6450777053833,960.9131647299013,171.4121132301242,38.019030415092914,65.61486844747905,11.705788135528564,2.5962966830991525,7.626906290731797e-05,5.207829172479068e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,116.23923802375793,7556.442572149244,1360.4845696520072,305.96424477042916,64.91209680650728,11.705788135528564,2.687587524904222,0.0006010378982629581,5.170697162864342e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/2,12.439842462539673,819.770712816037,145.59746315923178,33.10002647971544,65.90053088620404,11.705788135528564,2.6611437897657817,6.50682312880421e-05,5.2306314556621805e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/3,132.7407476902008,8667.442691948623,1553.6254605679287,349.31327945066926,64.90879757881245,11.705788135528564,2.3621743306589353,0.0006888512044018528,5.189447975760538e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/3,38.161914110183716,2489.586743667821,446.64221904126055,96.10907688735182,64.91020272682115,11.705788135528564,2.472409824640196,0.00019761157382764481,5.1782406211881045e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/3,126.27872157096863,8207.483052981173,1477.9943303356365,295.6302365045183,64.8887703019064,11.705788135528564,2.268510144649745,0.0006504493758744953,5.150902446450116e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
codegeex4-all-9b-Q6_K_L,CPP/3,95.47310709953308,6210.67479953584,1117.4277261233035,241.77719342199921,64.9102456285746,11.705788135528564,2.516801461690786,0.0004933143420819532,5.167050251833333e-06,0.010975609756097562,0.08536585365853659,0.10538594575825262,0.22106783807577762,9.751691594982312
